id,name,sport_type,teams,league,olympic_data
Q314712,Barry Bonds,baseball,Pittsburgh Pirates,Major League Baseball,"2007 Major League Baseball season, 2000 Major League Baseball season, 1996 Major League Baseball season, 1988 Major League Baseball season, 1998 Major League Baseball season, 1997 Major League Baseball season, 1995 Major League Baseball season, 2006 Major League Baseball season, 1994 Major League Baseball season, 2005 Major League Baseball season, 2004 Major League Baseball season, 2002 Major League Baseball season, 2003 Major League Baseball season, 2001 Major League Baseball season, 1986 Major League Baseball season, 1989 Major League Baseball season, 1987 Major League Baseball season, 1990 Major League Baseball season, 1993 Major League Baseball season, 1991 Major League Baseball season, 1992 Major League Baseball season, 1999 Major League Baseball season"
Q314712,Barry Bonds,baseball,Arizona State Sun Devils baseball,Major League Baseball,"2007 Major League Baseball season, 2000 Major League Baseball season, 1996 Major League Baseball season, 1988 Major League Baseball season, 1998 Major League Baseball season, 1997 Major League Baseball season, 1995 Major League Baseball season, 2006 Major League Baseball season, 1994 Major League Baseball season, 2005 Major League Baseball season, 2004 Major League Baseball season, 2002 Major League Baseball season, 2003 Major League Baseball season, 2001 Major League Baseball season, 1986 Major League Baseball season, 1989 Major League Baseball season, 1987 Major League Baseball season, 1990 Major League Baseball season, 1993 Major League Baseball season, 1991 Major League Baseball season, 1992 Major League Baseball season, 1999 Major League Baseball season"
Q319351,Roger Bannister,athletics,,,"1954 European Athletics Championships, 1954 British Empire and Commonwealth Games, 1950 European Athletics Championships, 1952 Summer Olympics"
Q322479,Pavel Dobrý,association football,Dynamo Dresden,3. Liga,
Q322479,Pavel Dobrý,association football,1. FC Magdeburg,3. Liga,
Q322479,Pavel Dobrý,association football,Holstein Kiel,3. Liga,
Q322479,Pavel Dobrý,association football,SC Paderborn 07,3. Liga,
Q322479,Pavel Dobrý,association football,Chemnitzer FC,3. Liga,
Q322479,Pavel Dobrý,association football,FC Viktoria Plzeň,3. Liga,
Q322479,Pavel Dobrý,association football,Heidenauer SV,3. Liga,
Q322479,Pavel Dobrý,association football,Hoyerswerdaer FC,3. Liga,
Q324082,Karel Nováček,tennis,,,
Q327449,Michał Jach,,,,
Q328892,Rory Stewart,,,,
Q328920,Lubor Tesař,cycle sport,Wiesenhof-Felt,,
Q328920,Lubor Tesař,cycle sport,Elkov-Kasper,,
Q328920,Lubor Tesař,cycle sport,Ed’ System ZVVZ,,
Q328920,Lubor Tesař,cycle sport,Team Akud Arnolds Sicherheit,,
Q330959,Béla Rajki,water polo,,,
Q945289,Peter Falkner,fencing,,,
Q949892,Steve House,mountaineering,,,
Q950537,Karel Rada,association football,Eintracht Frankfurt,Bundesliga,
Q950537,Karel Rada,association football,Trabzonspor,Bundesliga,
Q950537,Karel Rada,association football,SK Slavia Prague,Bundesliga,
Q950537,Karel Rada,association football,SK Sigma Olomouc,Bundesliga,
Q950537,Karel Rada,association football,Czechia men's national football team,Bundesliga,
Q950537,Karel Rada,association football,FK Teplice,Bundesliga,
Q950537,Karel Rada,association football,Bohemians 1905,Bundesliga,
Q950537,Karel Rada,association football,Dukla Prague,Bundesliga,
Q950537,Karel Rada,association football,Eintracht Frankfurt,2. Bundesliga,
Q950537,Karel Rada,association football,Trabzonspor,2. Bundesliga,
Q950537,Karel Rada,association football,SK Slavia Prague,2. Bundesliga,
Q950537,Karel Rada,association football,SK Sigma Olomouc,2. Bundesliga,
Q950537,Karel Rada,association football,Czechia men's national football team,2. Bundesliga,
Q950537,Karel Rada,association football,FK Teplice,2. Bundesliga,
Q950537,Karel Rada,association football,Bohemians 1905,2. Bundesliga,
Q950537,Karel Rada,association football,Dukla Prague,2. Bundesliga,
Q952654,Pavel Fořt,association football,Toulouse FC,2. Bundesliga,
Q952654,Pavel Fořt,association football,Arminia Bielefeld,2. Bundesliga,
Q952654,Pavel Fořt,association football,Dynamo Dresden,2. Bundesliga,
Q952654,Pavel Fořt,association football,FK Příbram,2. Bundesliga,
Q952654,Pavel Fořt,association football,ŠK Slovan Bratislava,2. Bundesliga,
Q952654,Pavel Fořt,association football,SK Slavia Prague,2. Bundesliga,
Q952654,Pavel Fořt,association football,FC Viktoria Plzeň,2. Bundesliga,
Q952654,Pavel Fořt,association football,Football Club Molenbeek Brussels Strombeek,2. Bundesliga,
Q952654,Pavel Fořt,association football,Czech Republic national under-21 football team,2. Bundesliga,
Q952654,Pavel Fořt,association football,Czech Republic national under-17 football team,2. Bundesliga,
Q952654,Pavel Fořt,association football,Czech Republic national under-19 football team,2. Bundesliga,
Q957327,Tomáš Šmíd,tennis,,,
Q957414,Chris Bradford,,,,
Q958529,Marcel Lička,association football,FC Zlín,,
Q958529,Marcel Lička,association football,Górnik Zabrze,,
Q958529,Marcel Lička,association football,Dyskobolia Grodzisk Wielkopolski,,
Q958529,Marcel Lička,association football,SK Slavia Prague,,
Q958529,Marcel Lička,association football,FC Baník Ostrava,,
Q958529,Marcel Lička,association football,FK Viktoria Žižkov,,
Q958529,Marcel Lička,association football,FK Chmel Blšany,,
Q958529,Marcel Lička,association football,Racing Club de Calais,,
Q958529,Marcel Lička,association football,Czech Republic national under-21 football team,,
Q958529,Marcel Lička,association football,SK Kladno,,
Q958529,Marcel Lička,association football,UD Horadada,,
Q961979,Franz Wilhelmer,,,,
Q965819,József Várszegi,athletics,,,
Q970958,Callias II,,,,
Q971784,Aaron Links,bodybuilding,,,
Q972626,Stefan Schneider,,,,
Q979195,Mike Plant,,,,
Q983623,Mariano Haro,athletics,,,
Q984592,Gunnar Nielsen,athletics,Københavns Idræts Forening,,
Q986919,Dér László,skydiving,,,
Q987551,András Ecsédi,skydiving,,,
Q987931,János Egri,,,,
Q990812,Lajos Erkel,chess,,,
Q993505,Bruno Löwe,,,,
Q1000592,Tyson Fury,boxing,,,
Q1029029,Jiří Holík,ice hockey,HC Rebel Havlíčkův Brod,,
Q1031772,Gusztáv Götz,rowing,,,
Q1032870,Gyula Halasy,shooting sport,,,
Q1032870,Gyula Halasy,skeet shooting,,,
Q1035526,Balázs Herjeczki,handball,Q4048033,,
Q1037886,Frigyes Hollósi,swimming,,,
Q1037886,Frigyes Hollósi,rowing,,,
Q1055140,Róbert Horling,water polo,,,
Q1055660,Ádám Horváth,volleyball,,,
Q1056414,Viktor Hunfalvy,,Magyar Honvédelmi Szövetség,,
Q1057827,Cevdet Sümer,equestrian sport,,,
Q1069806,Chen Zhaokui,,,,
Q1078045,Christa Decker,,,,
Q1083426,Christine Becker,,,,
Q1083820,Christine Theiss,kickboxing,,,
Q655083,László Széchy,fencing,,,
Q661919,José Cláudio dos Reis,basketball,,,
Q664323,Phil Edwards,,,,
Q669313,Daniel Šmejkal,association football,1. FC Nürnberg,2. Bundesliga,
Q722746,Petr Sýkora,ice hockey,Pittsburgh Penguins,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,Edmonton Oilers,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,Minnesota Wild,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,Metallurg Magnitogorsk,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,HC Plzeň,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q727332,Károly Varga,shooting sport,,,shooting at the 1980 Summer Olympics – mixed 50 metre rifle prone (Olympic gold medal)
Q731732,Zhanna Shubenok,modern pentathlon,,,2000 Summer Olympics
Q739663,Wally Albright,,,,
Q741143,Sammael,,,,
Q745026,Gábor P. Szabó,association football,Újpest FC,,1934 FIFA World Cup
Q751142,Laszlo Fekete,,,,
Q762419,George Genereux,shooting sport,,,
Q765474,Mark Felix,bodybuilding,,,
Q769648,Ivan Poddubny,wrestling,,,
Q777273,Edwin Mills,tug of war,,,
Q787080,Autolycus of Athens,,,,
Q788729,Iloosh Khoshabe,,,,
Q789827,Balázs Andor András,aerobatics,,,
Q791579,Kenzō Awa,,,,
Q804375,Ede Blasy,,,,
Q807664,Barbara Tesar,triathlon,,,
Q818083,Benny Vansteelant,triathlon,,,
Q822669,Bernard Boverton Redwood,powerboating,,,
Q833001,Karol Jablonski,ice sailing,,,
Q833523,János Bogár,athletics,,,
Q834085,József Bolla,wrestling,,,
Q834091,Mária Bolla,,,,
Q836388,Géza Tuli,artistic gymnastics,,,
Q850090,Bettina Zelenka,triathlon,,,
Q852909,József Bán,,,,
Q862101,Bill Flynn,ice hockey,Flint Generals,,
Q866631,Leung Jan,,,,
Q875692,Ibolya Gyimesi,aerobatics,,,
Q877242,Li Luoneng,,,,
Q889918,Bodo Ferl,bobsleigh,,,
Q890940,Bohumil Němeček,boxing,,,
Q896855,Brad Penrith,amateur wrestling,,,
Q897596,Sándor Szalay,figure skating,,,
Q902948,Aditya Dev,,,,
Q912690,Sándor Dávid,,,,
Q913798,Aleksandr Kurlovich,weightlifting,,,
Q914398,Robert Lang,ice hockey,Montreal Canadiens,National Hockey League,
Q914398,Robert Lang,ice hockey,Pittsburgh Penguins,National Hockey League,
Q914398,Robert Lang,ice hockey,Detroit Red Wings,National Hockey League,
Q914398,Robert Lang,ice hockey,Boston Bruins,National Hockey League,
Q914398,Robert Lang,ice hockey,Los Angeles Kings,National Hockey League,
Q914398,Robert Lang,ice hockey,Washington Capitals,National Hockey League,
Q914398,Robert Lang,ice hockey,Arizona Coyotes,National Hockey League,
Q914398,Robert Lang,ice hockey,Chicago Blackhawks,National Hockey League,
Q922415,Carlos Gracie,judo,,,
Q925954,Ryszard Rogala,para powerlifting,,,
Q926482,Wim Hof,swimming,,,
Q930268,Václav Kozák,rowing,,,
Q933325,Miloslav Hořava,ice hockey,New York Rangers,National Hockey League,
Q933773,Charles Brown,roque,,,
Q935095,Henryk Flinik,field hockey,,,
Q944243,Tomáš Vlasák,ice hockey,HC Ambrì-Piotta,National Hockey League,
Q944243,Tomáš Vlasák,ice hockey,Ak Bars Kazan,National Hockey League,
Q944243,Tomáš Vlasák,ice hockey,HC Slavia Praha,National Hockey League,
Q944243,Tomáš Vlasák,ice hockey,HC Plzeň,National Hockey League,
Q173992,Josef Pešice,association football,AC Sparta Prague,,
Q173992,Josef Pešice,association football,SK Slavia Prague,,
Q173992,Josef Pešice,association football,AEL Limassol FC,,
Q173992,Josef Pešice,association football,FC Zbrojovka Brno,,
Q182046,Leon Battista Alberti,,,,
Q203028,Tomáš Pospíchal,association football,Czechoslovakia men's national association football team,,
Q203028,Tomáš Pospíchal,association football,AC Sparta Prague,,
Q203028,Tomáš Pospíchal,association football,SK Slavia Prague,,
Q203028,Tomáš Pospíchal,association football,FC Viktoria Plzeň,,
Q203028,Tomáš Pospíchal,association football,FC Baník Ostrava,,
Q203028,Tomáš Pospíchal,association football,Bohemians 1905,,
Q203028,Tomáš Pospíchal,association football,FC Rouen,,
Q203028,Tomáš Pospíchal,association football,MFK Vítkovice,,
Q203028,Tomáš Pospíchal,association football,Dukla Pardubice,,
Q203028,Tomáš Pospíchal,association football,Tankista Praha,,
Q209390,Jackie Joyner-Kersee,athletics,UCLA Bruins,,
Q209390,Jackie Joyner-Kersee,basketball,UCLA Bruins,,
Q218994,Zoltán Mechlovits,table tennis,,,
Q220534,Zoran Matković,archery,,,
Q221185,Kateřina Emmons,shooting sport,,,
Q224033,Karel Poborský,association football,SS Lazio,Premier League,
Q224033,Karel Poborský,association football,Manchester United F.C.,Premier League,
Q224033,Karel Poborský,association football,S.L. Benfica,Premier League,
Q224033,Karel Poborský,association football,AC Sparta Prague,Premier League,
Q224033,Karel Poborský,association football,SK Slavia Prague,Premier League,
Q224033,Karel Poborský,association football,Czechia men's national football team,Premier League,
Q224033,Karel Poborský,association football,FK Viktoria Žižkov,Premier League,
Q224033,Karel Poborský,association football,SK Dynamo České Budějovice,Premier League,
Q224033,Karel Poborský,association football,FK Jiskra Třeboň,Premier League,
Q225271,István Kovács,boxing,,,
Q229503,Věra Čáslavská,artistic gymnastics,,,
Q230353,Barbora Strýcová,tennis,Czech Republic Billie Jean King Cup team,,
Q233572,Ágnes Keleti,gymnastics,,,
Q233572,Ágnes Keleti,artistic gymnastics,,,
Q233683,Jarmila Kratochvílová,athletics,,,
Q234408,Dana Zátopková,athletics,,,
Q240984,Elena Novikova-Belova,fencing,,,
Q242201,Ronda Rousey,judo,10th Planet Jiu-Jitsu,,
Q242201,Ronda Rousey,mixed martial arts,10th Planet Jiu-Jitsu,,
Q242201,Ronda Rousey,professional wrestling,10th Planet Jiu-Jitsu,,
Q1389721,Jim Poole,basketball,,,"basketball at the 1955 Pan American Games, 1961 Malaysia Open Badminton Championships – men's singles, 1962 Canadian Badminton Championships – men's doubles, 1971 US Badminton Championships – men's doubles, 1972 US Badminton Championships – men's doubles, 1970 US Badminton Championships – men's doubles, 1975 US Badminton Championships – men's doubles, 1974 US Badminton Championships – men's doubles, 1977 US Badminton Championships – men's doubles, 1979 US Badminton Championships – men's doubles, 1970 US Badminton Championships – mixed doubles, 1975 US Badminton Championships – mixed doubles, 1959 US Open Badminton Championships – men's singles, 1958 US Open Badminton Championships – men's singles, 1961 US Open Badminton Championships – men's singles, 1968 US Open Badminton Championships – men's doubles, 1970 US Open Badminton Championships – men's doubles, 1971 US Open Badminton Championships – men's doubles, 1973 US Open Badminton Championships – men's doubles, 1971 US Open Badminton Championships – mixed doubles, 1962 Canadian Open Badminton Championships – men's doubles, 1965 Canadian Open Badminton Championships – men's doubles, 1962 Canadian Open Badminton Championships – men's singles, 1965 Canadian Open Badminton Championships – men's singles, 1973 Canadian Open Badminton Championships – men's singles"
Q1389721,Jim Poole,badminton,,,"basketball at the 1955 Pan American Games, 1961 Malaysia Open Badminton Championships – men's singles, 1962 Canadian Badminton Championships – men's doubles, 1971 US Badminton Championships – men's doubles, 1972 US Badminton Championships – men's doubles, 1970 US Badminton Championships – men's doubles, 1975 US Badminton Championships – men's doubles, 1974 US Badminton Championships – men's doubles, 1977 US Badminton Championships – men's doubles, 1979 US Badminton Championships – men's doubles, 1970 US Badminton Championships – mixed doubles, 1975 US Badminton Championships – mixed doubles, 1959 US Open Badminton Championships – men's singles, 1958 US Open Badminton Championships – men's singles, 1961 US Open Badminton Championships – men's singles, 1968 US Open Badminton Championships – men's doubles, 1970 US Open Badminton Championships – men's doubles, 1971 US Open Badminton Championships – men's doubles, 1973 US Open Badminton Championships – men's doubles, 1971 US Open Badminton Championships – mixed doubles, 1962 Canadian Open Badminton Championships – men's doubles, 1965 Canadian Open Badminton Championships – men's doubles, 1962 Canadian Open Badminton Championships – men's singles, 1965 Canadian Open Badminton Championships – men's singles, 1973 Canadian Open Badminton Championships – men's singles"
Q1397315,Hartmut Pötzelberger,,,,
Q1401666,Ferenc Varga,association football,Szombathelyi Haladás,,
Q1401707,István Varga,association football,Budapest Honvéd FC,,
Q1401739,József Varga,water polo,,,
Q1401794,Mária Varga,basketball,,,
Q1403429,Felix Dueball,go,,,
Q1405582,Ferdinand Mack,,,,
Q1423589,Sharur Wardanjan,amateur wrestling,,,
Q1424782,Kerstin Weißenborn,,,,
Q1429676,Florian Glatzl,,,,
Q1435207,Fok Ming Shan,archery,,,
Q1435834,Jiří Bubla,ice hockey,Vancouver Canucks,National Hockey League,
Q1436107,Kauko Laasonen,archery,,,
Q1442203,Francisco Sardá,,,,
Q1442363,Franciszek Hynek,,,,
Q1445653,František Plass,association football,Czechoslovakia men's national association football team,,
Q1445653,František Plass,association football,FC Viktoria Plzeň,,
Q1445653,František Plass,association football,FK Hvězda Cheb,,
Q1448132,Franz Löschke,triathlon,,,
Q1448132,Franz Löschke,duathlon,,,
Q1452345,Fred Hempel,wrestling,,,
Q1452896,Frederick Goodfellow,athletics,,,
Q1455348,Rolf Svensson,archery,,,
Q1458985,Robin Theryoung,,,,
Q1460313,Jacques Anouma,,,,
Q1470808,Jim Conroy,archery,,,
Q1477593,Mark Verstegen,,,,
Q1488407,Jakob Baran,,,,
Q1488453,Gabi Loose,canoeing and kayaking,,,
Q1488973,Käthe Tucholla,,,,
Q1489603,Kristina Krewer,,,,
Q1492846,Mikhail Sorokin,orienteering,,,
Q1494905,Gary Lautenschlager,,,,
Q1496312,Ludwig Blomstrand,ice hockey,Vancouver Canucks,,
Q1496312,Ludwig Blomstrand,ice hockey,Djurgårdens IF Hockey,,
Q1500321,Jørgen Peter Müller,artistic gymnastics,,,
Q1502559,Genrik Pavliukianec,goalball,,,
Q1509914,Gerald Horvath,triathlon,,,
Q1509933,Gerald Kammerlander,luge,,,
Q1510274,György Erdélyi,swimming,,,
Q1515183,Olav Iraklis Stamatis,,,,
Q1515402,Gerta Nadenau,,,,
Q1527044,Veronika Hauke,triathlon,,,
Q1539220,Gottfried Hinze,,,,
Q1540848,Joe Malone,archery,,,
Q1541501,Patrick Salcher,,,,
Q1543948,Herbert Mayr,,,,
Q1545059,Gregor Buchholz,triathlon,,,
Q1545244,Jörg Löhr,handball,,,
Q1548144,Joey Kelly,,,,
Q1551217,Grzegorz Raniewicz,,,,
Q1553599,Guido Köstermeyer,sport climbing,,,
Q1553825,Udo Cohrs,,,,
Q1553915,Aleksandr Yegorov,luge,,,
Q1555829,Gustav Frištenský,amateur wrestling,,,
Q1558575,Gyula Németh,athletics,,,
Q1559431,Göran Bjerendal,archery,,,
Q1560986,Ljubomir Magaš,,,,
Q1569690,Cleomedes of Astypalia,,,,
Q1590324,Maksim Batunin,,,,
Q1592812,Petr Smíšek,association football,FC Rot-Weiß Erfurt,3. Liga,
Q1592812,Petr Smíšek,association football,FC Viktoria Plzeň,3. Liga,
Q1592812,Petr Smíšek,association football,FK Jablonec,3. Liga,
Q1592812,Petr Smíšek,association football,FK Teplice,3. Liga,
Q1592812,Petr Smíšek,association football,Czech Republic national under-19 football team,3. Liga,
Q1593478,Heelan Tompkins,equestrian sport,,,
Q1595982,Heine Stupp,,,,
Q1601978,Helene Kienzle,artistic roller skating,,,
Q1602326,Helga Wischer,,,,
Q1602328,Helga Zöllner,figure skating,,,
Q1606383,Otto Schlenzka,,Kieler Yacht-Club,,
Q1612900,Inger Anne Frøysedal,athletics,,,
Q1618146,Hilbert Wagner,,,,
Q1633126,Hubert Dörer,,,,
Q1641354,Vasile Dumitrescu,bobsleigh,,,
Q1647388,Klaus Schenkel,,,,
Q1649332,Jan Štochl,handball,,,
Q1657767,Igor Lapshin,athletics,,,
Q1659390,Im Ho,,,,
Q1668497,Libor Podmol,motocross,,,
Q1669502,Thomas Tauporn,sport climbing,,,
Q1672678,Irina Vygusova,diving,,,
Q1675446,Iuliana Tcaciova,,,,
Q1675967,Ivan Kuzmin,,,,
Q1676015,Ivan Lazarev,luge,,,
Q1677099,Jack LaLanne,bodybuilding,,,
Q1677724,"Jacobo Fitz-James Stuart, 17th Duke of Alba",polo,,,
Q1677832,Jacqueline Uebelhart,triathlon,,,
Q1678594,Julián Muñoz Giraldo,road bicycle racing,,,
Q1678730,Jaime Hurtado,basketball,Club Sport Emelec,,
Q1678730,Jaime Hurtado,basketball,Q48796057,,
Q1681810,Jan Hanč,athletics,,,
Q1681862,Jan Hrbatý,ice hockey,HC Dukla Jihlava,,
Q1681868,Jan Huruk,athletics,,,
Q593798,Anton Martin Schiestl,,,,
Q594863,Anton Tkáč,track cycling,,,
Q597033,Arnaud Assoumani,athletics,Stade Français,,
Q597033,Arnaud Assoumani,para athletics,Stade Français,,
