id,name,sport_type,teams,league,olympic_data
Q818083,Benny Vansteelant,triathlon,,,
Q822669,Bernard Boverton Redwood,powerboating,,,1908 Summer Olympics
Q833001,Karol Jablonski,ice sailing,,,
Q833523,János Bogár,athletics,,,
Q834085,József Bolla,wrestling,,,
Q834091,Mária Bolla,,,,
Q836388,Géza Tuli,artistic gymnastics,,,1912 Summer Olympics
Q850090,Bettina Zelenka,triathlon,,,
Q852909,József Bán,,,,
Q513845,Adéla Bruns,shooting sport,,,"shooting at the 2016 Summer Olympics, 2008 Summer Olympics, 2012 Summer Olympics"
Q515320,Andrzej Mąkowski,cycle sport,,,
Q517543,Martyna Wojciechowska,,,,
Q519744,Moritz Sándor,swimming,,,
Q519744,Moritz Sándor,equestrian sport,,,
Q521144,Gunhild Haugen,athletics,Runar AIL,,2000 Summer Olympics
Q522191,Antonia Katheder,taekwondo,,,
Q523232,Vendula Frintová,triathlon,,,"triathlon at the 2008 Summer Olympics – women's, triathlon at the 2012 Summer Olympics – women's, triathlon at the 2016 Summer Olympics – women's"
Q523751,Werner Lesser,ski jumping,,,1956 Winter Olympics
Q529479,Jozef Adamec,association football,Czechoslovakia men's national association football team,,"1970 FIFA World Cup, 1962 FIFA World Cup"
Q529479,Jozef Adamec,association football,ŠK Slovan Bratislava,,"1970 FIFA World Cup, 1962 FIFA World Cup"
Q529479,Jozef Adamec,association football,FC Spartak Trnava,,"1970 FIFA World Cup, 1962 FIFA World Cup"
Q529479,Jozef Adamec,association football,SK Slovan-Hütteldorfer AC,,"1970 FIFA World Cup, 1962 FIFA World Cup"
Q529479,Jozef Adamec,association football,Dukla Prague,,"1970 FIFA World Cup, 1962 FIFA World Cup"
Q529770,Sergei Utochkin,association football,,,
Q529770,Sergei Utochkin,cycle sport,,,
Q529925,Magnús Scheving,aerobic gymnastics,,,
Q531116,Frédéric Collignon,table football,,,
Q531553,Violina Linda Pedro,bowls,,,
Q532165,Thomas Homewood,,,,1908 Summer Olympics
Q533918,Jaroslav Poláček,association football,Czechoslovakia men's national association football team,,
Q533918,Jaroslav Poláček,association football,AC Sparta Prague,,
Q535941,Ghizlane Samir,,Paris université club,,
Q551094,Jakub Klášterka,auto racing,,,
Q551164,Anja Knapp,triathlon,,,2016 Summer Olympics
Q558630,Toghrul Asgarov,wrestling,,,"wrestling at the 2012 Summer Olympics – men's freestyle 60 kg (Olympic gold medal), wrestling at the 2016 Summer Olympics"
Q559855,Anna Braun,,,,
Q570791,Antal Róka,athletics,,,"1952 Summer Olympics, 1956 Summer Olympics"
Q573831,Jiří Dolana,ice hockey,HC Dukla Jihlava,,1964 Winter Olympics
Q574303,Henryk Dobrzański,,,,
Q574525,Vladimír Martinec,ice hockey,HC Pardubice,,"2002 IIHF World Championship, 2001 IIHF World Championship, 2000 IIHF World Championship, 1972 Winter Olympics, 1976 Winter Olympics"
Q575353,Jaroslav Benák,ice hockey,HC Dukla Jihlava,,ice hockey at the 1984 Winter Olympics (Olympic silver medal)
Q581618,Agata Korc,swimming,,,2008 Summer Olympics
Q585540,Jiří Lála,ice hockey,Frankfurt Lions,,"1988 Winter Olympics, 1984 Winter Olympics"
Q585540,Jiří Lála,ice hockey,HC České Budějovice,,"1988 Winter Olympics, 1984 Winter Olympics"
Q592698,August Rodenberg,tug of war,Southwest Turnverein of Saint Louis,,1904 Summer Olympics
Q592708,Charles Thias,tug of war,Southwest Turnverein of Saint Louis,,1904 Summer Olympics
Q592722,William Slade,,,,1908 Summer Olympics
Q592733,Walter Chaffe,athletics,,,"1908 Summer Olympics, 1912 Summer Olympics"
Q330959,Béla Rajki,swimming,,,
Q331332,Vítězslav Lavička,association football,AC Sparta Prague,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,FC Viktoria Plzeň,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,FC Hradec Králové,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,Bohemians 1905,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,FK Hvězda Cheb,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,MFK Chrudim,,2017 UEFA European Under-21 Championship
Q332054,Jan Velkoborský,association football,1. FC Bad Kötzting,2. Bundesliga,
Q332054,Jan Velkoborský,association football,Rot Weiss Ahlen,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FC Viktoria Plzeň,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FC Baník Ostrava,2. Bundesliga,
Q332054,Jan Velkoborský,association football,Czechia men's national football team,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FK Viktoria Žižkov,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FK Chmel Blšany,2. Bundesliga,
Q332054,Jan Velkoborský,association football,SV Elversberg,2. Bundesliga,
Q332054,Jan Velkoborský,association football,Czech Republic national under-21 football team,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FC Slavia Karlovy Vary,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FK Tachov,2. Bundesliga,
Q333400,Grantley Berkeley,,,,
Q334334,Daniel Kolář,association football,AC Sparta Prague,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,FC Viktoria Plzeň,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,Gaziantepspor,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,Czechia men's national football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,FK Chmel Blšany,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,1. FC Slovácko,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,Czech Republic national under-21 football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,Czech Republic national under-19 football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Modena F.C.,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Tottenham Hotspur F.C.,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,AC Sparta Prague,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,FC Viktoria Plzeň,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Czechia men's national football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,TJ Jiskra Domažlice,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Czech Republic national under-21 football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Czech Republic national under-20 football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q342834,Jeb Corliss,,,,
Q347184,Roman Kreuziger,road bicycle racing,Tinkoff,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,Tinkoff,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,road bicycle racing,Team Jayco AlUla,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,Team Jayco AlUla,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,road bicycle racing,XDS Astana Team,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,XDS Astana Team,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,road bicycle racing,Cannondale Pro Cycling Team,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,Cannondale Pro Cycling Team,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,road bicycle racing,Qhubeka NextHash,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,Qhubeka NextHash,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,road bicycle racing,Gazprom–RusVelo,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,Gazprom–RusVelo,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q352017,Josef Bican,association football,SK Rapid Wien,,1934 FIFA World Cup
Q352017,Josef Bican,association football,Austria men's national football team,,1934 FIFA World Cup
Q352017,Josef Bican,association football,Czechoslovakia men's national association football team,,1934 FIFA World Cup
Q352017,Josef Bican,association football,SK Slavia Prague,,1934 FIFA World Cup
Q352017,Josef Bican,association football,Czechia men's national football team,,1934 FIFA World Cup
Q352017,Josef Bican,association football,FC Hradec Králové,,1934 FIFA World Cup
Q352017,Josef Bican,association football,Admira Wacker,,1934 FIFA World Cup
Q352017,Josef Bican,association football,MFK Vítkovice,,1934 FIFA World Cup
Q352733,Randy Couture,mixed martial arts,Team Quest,,
Q355902,Manfred Hoeberl,,,,
Q356271,Georges St-Pierre,karate,Jackson Wink MMA Academy,,
Q356271,Georges St-Pierre,mixed martial arts,Jackson Wink MMA Academy,,
Q356271,Georges St-Pierre,Muay Thai,Jackson Wink MMA Academy,,
Q1304351,Friedrich Waldow,,,,
Q1314437,Péter Sákovics,,,,
Q1316136,Emese Takács,fencing,,,
Q1316144,Gyula Takács,gymnastics,,,
Q1316923,Tarjányi Ádám,,,,
Q1317252,Margit Tatár,skydiving,,,
Q1320986,Samir Bannout,,,,
Q1323041,Yevgeniy Abalakov,mountaineering,,,
Q1325395,Marcell Turi,diving,,,
Q1325643,Hugo Egon Kubaseck,,,,
Q1326485,Gilles Cresto,archery,,,"1984 Summer Olympics, 1988 Summer Olympics"
Q1327368,Magdolna Tóth,swimming,,,
Q1327373,Magdolna Tóth,swimming,,,
Q1328191,Gábor Török,association football,Újpest FC,,1960 Summer Olympics
Q1328191,Gábor Török,association football,Salgótarjáni BTC,,1960 Summer Olympics
Q1328191,Gábor Török,association football,Csepel SC,,1960 Summer Olympics
Q1328191,Gábor Török,association football,Budapesti MÁVAG,,1960 Summer Olympics
Q1336532,Marek Čech,association football,FC Lokomotiv Moscow,,
Q1336532,Marek Čech,association football,AC Sparta Prague,,
Q1336532,Marek Čech,association football,FC Viktoria Plzeň,,
Q1336532,Marek Čech,association football,MŠK Žilina,,
Q1336532,Marek Čech,association football,FC Slovan Liberec,,
Q1336532,Marek Čech,association football,FC Baník Ostrava,,
Q1336532,Marek Čech,association football,FC Luch-Energiya Vladivostok,,
Q1336532,Marek Čech,association football,FC Spartak Trnava,,
Q630197,William Greggan,athletics,,,1908 Summer Olympics
Q655083,László Széchy,fencing,,,fencing at the 1924 Summer Olympics – men's team sabre (Olympic silver medal)
Q661919,José Cláudio dos Reis,basketball,,,
Q664323,Phil Edwards,,,,
